loinc_code;loinc_display;loinc_component;loinc_property;loinc_system;loinc_scale;loinc_method;loinc_unitofmeasure;loinc_codesystem;loinc_timing
6742-1;Erythrocyte morphology finding [Identifier] in Blood;Erythrocyte morphology finding;Prid;Bld;Nom;;;http://loinc.org;Pt
11156-7;Leukocyte morphology finding [Identifier] in Blood;Leukocyte morphology finding;Prid;Bld;Nom;;;http://loinc.org;Pt
26446-5;Blasts/100 leukocytes in Blood;Blasts/100 leukocytes;NFr;Bld;Qn;;%;http://loinc.org;Pt
709-6;Blasts/100 leukocytes in Blood by Manual count;Blasts/100 leukocytes;NFr;Bld;Qn;Manual count;%;http://loinc.org;Pt
26524-9;Promyelocytes/100 leukocytes in Blood;Promyelocytes/100 leukocytes;NFr;Bld;Qn;;%;http://loinc.org;Pt
783-1;Promyelocytes/100 leukocytes in Blood by Manual count;Promyelocytes/100 leukocytes;NFr;Bld;Qn;Manual count;%;http://loinc.org;Pt
26498-6;Myelocytes/100 leukocytes in Blood;Myelocytes/100 leukocytes;NFr;Bld;Qn;;%;http://loinc.org;Pt
749-2;Myelocytes/100 leukocytes in Blood by Manual count;Myelocytes/100 leukocytes;NFr;Bld;Qn;Manual count;%;http://loinc.org;Pt
28541-1;Metamyelocytes/100 leukocytes in Blood;Metamyelocytes/100 leukocytes;NFr;Bld;Qn;;%;http://loinc.org;Pt
740-1;Metamyelocytes/100 leukocytes in Blood by Manual count;Metamyelocytes/100 leukocytes;NFr;Bld;Qn;Manual count;%;http://loinc.org;Pt
48767-8;Annotation comment [Interpretation] Narrative;Annotation comment;Imp;{system};Nar;;;http://loinc.org;Pt
X099111;Saran;;;;Nar;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
30341-2;Erythrocyte sedimentation rate;Erythrocyte sedimentation rate;Vel;Bld;Qn;;mm/h;http://loinc.org;Pt
4537-7;Erythrocyte sedimentation rate by Westergren method;Erythrocyte sedimentation rate;Vel;Bld;Qn;Westergren;mm/h;http://loinc.org;Pt
4538-5;Erythrocyte sedimentation rate by Wintrobe method;Erythrocyte sedimentation rate;Vel;Bld;Qn;Wintrobe;mm/h;http://loinc.org;Pt
82477-1;Erythrocyte sedimentation rate by Photometric method;Erythrocyte sedimentation rate;Vel;Bld;Qn;Photometric;mm/h;http://loinc.org;Pt
82477-1;Erythrocyte sedimentation rate by Photometric method;Erythrocyte sedimentation rate;Vel;Bld;Qn;Photometric;mm/h;http://loinc.org;Pt
X099113;Rasio hitung neutrofil-limfosit (NLCR);;;Bld;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
30385-9;Erythrocyte distribution width [Ratio];Erythrocyte distribution width;Ratio;RBC;Qn;;%;http://loinc.org;Pt
788-0;Erythrocyte distribution width [Ratio] by Automated count;Erythrocyte distribution width;Ratio;RBC;Qn;Automated count;%;http://loinc.org;Pt
30384-2;Erythrocyte distribution width [Entitic volume];Erythrocyte distribution width;EntVol;RBC;Qn;;fL;http://loinc.org;Pt
21000-5;Erythrocyte distribution width [Entitic volume] by Automated count;Erythrocyte distribution width;EntVol;RBC;Qn;Automated count;fL;http://loinc.org;Pt
42810-2;Hemoglobin [Entitic mass] in Reticulocytes;Hemoglobin;EntMass;Retic;Qn;;pg;http://loinc.org;Pt
71694-4;Hemoglobin [Entitic mass] in Reticulocytes by Automated count;Hemoglobin;EntMass;Retic;Qn;Automated count;pg;http://loinc.org;Pt
14196-0;Reticulocytes [#/volume] in Blood;Reticulocytes;NCnc;Bld;Qn;;10*3/uL;http://loinc.org;Pt
40665-2;Reticulocytes [#/volume] in Blood by Manual count;Reticulocytes;NCnc;Bld;Qn;Manual count;10*3/uL;http://loinc.org;Pt
60474-4;Reticulocytes [#/volume] in Blood by Automated count;Reticulocytes;NCnc;Bld;Qn;Automated count;10*3/uL;http://loinc.org;Pt
17849-1;Reticulocytes/100 erythrocytes in Blood by Automated count;Reticulocytes/100 erythrocytes;NFr;Bld;Qn;Automated count;%;http://loinc.org;Pt
31112-6;Reticulocytes/100 erythrocytes in Blood by Manual;Reticulocytes/100 erythrocytes;NFr;Bld;Qn;Manual;%;http://loinc.org;Pt
4679-7;Reticulocytes/100 erythrocytes in Blood;Reticulocytes/100 erythrocytes;NFr;Bld;Qn;;%;http://loinc.org;Pt
31111-8;Reticulocyte production index;Reticulocytes/100 erythrocytes^^hematocrit adjusted;NFr;Bld;Qn;;%;http://loinc.org;Pt
71693-6;Platelets reticulated/100 platelets in Blood by Automated count;Platelets.reticulated/100 platelets;NFr;Bld;Qn;Automated count;%;http://loinc.org;Pt
90223-9;Neutrophils.immature/Neutrophils.total [Pure number fraction] in Blood;Neutrophils.immature/Neutrophils.total;NFr.DF;Bld;Qn;;10*3/uL;http://loinc.org;Pt
28542-9;Platelet mean volume [Entitic volume] in Blood;Platelet mean volume;EntVol;Bld;Qn;;fL;http://loinc.org;Pt
776-5;Platelet mean volume [Entitic volume] in Blood by Rees-Ecker;Platelet mean volume;EntVol;Bld;Qn;Rees-Ecker;fL;http://loinc.org;Pt
32623-1;Platelet mean volume [Entitic volume] in Blood by Automated count;Platelet mean volume;EntVol;Bld;Qn;Automated count;fL;http://loinc.org;Pt
33516-6;Immature reticulocytes/Reticulocytes.total in Blood;Reticulocytes.immature/Reticulocytes.total;NFr;Bld;Qn;;%;http://loinc.org;Pt
82591-9;Reticulocytes.low light scatter/Reticulocytes.total in Blood by Automated count;Reticulocytes.low light scatter/Reticulocytes.total;NFr;Bld;Qn;Automated count;%;http://loinc.org;Pt
82592-7;Reticulocytes.mid light scatter/Reticulocytes.total in Blood by Automated count;Reticulocytes.mid light scatter/Reticulocytes.total;NFr;Bld;Qn;Automated count;%;http://loinc.org;Pt
51642-7;Reticulocytes.high light scatter/Reticulocytes.total in Blood;Reticulocytes.high light scatter/Reticulocytes.total;NFr;Bld;Qn;;%;http://loinc.org;Pt
30392-5;Nucleated erythrocytes [#/volume] in Blood;Erythrocytes.nucleated;NCnc;Bld;Qn;;10*3/uL;http://loinc.org;Pt
772-4;Nucleated erythrocytes [#/volume] in Blood by Manual count;Erythrocytes.nucleated;NCnc;Bld;Qn;Manual count;10*3/uL;http://loinc.org;Pt
771-6;Nucleated erythrocytes [#/volume] in Blood by Automated count;Erythrocytes.nucleated;NCnc;Bld;Qn;Automated count;10*3/uL;http://loinc.org;Pt
38518-7;Immature granulocytes/100 leukocytes in Blood;Granulocytes.immature/100 leukocytes;NFr;Bld;Qn;;%;http://loinc.org;Pt
71695-1;Immature granulocytes/100 leukocytes in Blood by Automated count;Granulocytes.immature/100 leukocytes;NFr;Bld;Qn;Automated count;%;http://loinc.org;Pt
71691-0;Hematopoietic progenitor cells [#/volume] in Blood by Automated count;Hematopoietic progenitor cells;NCnc;Bld;Qn;Automated count;10*3/uL;http://loinc.org;Pt
51631-0;Platelet distribution width [Ratio] in Blood;Platelet distribution width;Ratio;Bld;Qn;;%;http://loinc.org;Pt
48386-7;Platelets Large/Platelets in Blood by Automated count;Platelets.large/Platelets;NFr;Bld;Qn;Automated count;%;http://loinc.org;Pt
33959-8;Procalcitonin [Mass/volume] in Serum or Plasma;Procalcitonin;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
75241-0;Procalcitonin [Mass/volume] in Serum or Plasma by Immunoassay;Procalcitonin;MCnc;Ser/Plas;Qn;IA;ng/mL;http://loinc.org;Pt
75241-0;Procalcitonin [Mass/volume] in Serum or Plasma by Immunoassay;Procalcitonin;MCnc;Ser/Plas;Qn;IA;ng/mL;http://loinc.org;Pt
30378-4;Eosinophils/100 leukocytes in Nose;Eosinophils/100 leukocytes;NFr;Nose;Qn;;%;http://loinc.org;Pt
9727-9;Eosinophils/100 leukocytes in Nose by Manual count;Eosinophils/100 leukocytes;NFr;Nose;Qn;Manual count;%;http://loinc.org;Pt
34530-6;ABO and Rh group panel - Blood;ABO & Rh group panel;-;Bld;-;;;http://loinc.org;Pt
883-9;ABO group [Type] in Blood;ABO group;Type;Bld;Nom;;;http://loinc.org;Pt
10331-7;Rh [Type] in Blood;Rh;Type;Bld;Nom;;;http://loinc.org;Pt
882-1;ABO and Rh group [Type] in Blood;ABO & Rh group;Type;Bld;Nom;;;http://loinc.org;Pt
94537-8;Hemoglobin panel - Blood by HPLC;Hemoglobin panel;-;Bld;-;HPLC;;http://loinc.org;Pt
43113-0;Hemoglobin electrophoresis panel in Blood;Hemoglobin panel;-;Bld;Qn;Electrophoresis;;http://loinc.org;Pt
4546-8;Hemoglobin A/Hemoglobin.total in Blood;Hemoglobin A/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
42244-4;Hemoglobin A/Hemoglobin.total in Blood by HPLC;Hemoglobin A/Hemoglobin.total;MFr;Bld;Qn;HPLC;%;http://loinc.org;Pt
20572-4;Hemoglobin A/Hemoglobin.total in Blood by Electrophoresis;Hemoglobin A/Hemoglobin.total;MFr;Bld;Qn;Electrophoresis;%;http://loinc.org;Pt
4551-8;Hemoglobin A2/Hemoglobin.total in Blood;Hemoglobin A2/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
42245-1;Hemoglobin A2/Hemoglobin.total in Blood by HPLC;Hemoglobin A2/Hemoglobin.total;MFr;Bld;Qn;HPLC;%;http://loinc.org;Pt
4552-6;Hemoglobin A2/Hemoglobin.total in Blood by Electrophoresis;Hemoglobin A2/Hemoglobin.total;MFr;Bld;Qn;Electrophoresis;%;http://loinc.org;Pt
4547-6;Hemoglobin A1/Hemoglobin.total in Blood;Hemoglobin A1/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
4547-6;Hemoglobin A1/Hemoglobin.total in Blood;Hemoglobin A1/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
51196-4;Hemoglobin A1/Hemoglobin.total in Blood by Electrophoresis;Hemoglobin A1/Hemoglobin.total;MFr;Bld;Qn;Electrophoresis;%;http://loinc.org;Pt
4576-5;Hemoglobin F/Hemoglobin.total in Blood;Hemoglobin F/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
42246-9;Hemoglobin F/Hemoglobin.total in Blood by HPLC;Hemoglobin F/Hemoglobin.total;MFr;Bld;Qn;HPLC;%;http://loinc.org;Pt
32682-7;Hemoglobin F/Hemoglobin.total in Blood by Electrophoresis;Hemoglobin F/Hemoglobin.total;MFr;Bld;Qn;Electrophoresis;%;http://loinc.org;Pt
4588-0;Hemoglobin H/Hemoglobin.total in Blood;Hemoglobin H/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
4588-0;Hemoglobin H/Hemoglobin.total in Blood;Hemoglobin H/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
4587-2;Hemoglobin H/Hemoglobin.total in Blood by Electrophoresis;Hemoglobin H/Hemoglobin.total;MFr;Bld;Qn;Electrophoresis;%;http://loinc.org;Pt
48343-8;Hemoglobin.other/Hemoglobin.total in Blood;Hemoglobin.other/Hemoglobin.total;MFr;Bld;Qn;;%;http://loinc.org;Pt
42248-5;Hemoglobin.other/Hemoglobin.total in Blood by HPLC;Hemoglobin.other/Hemoglobin.total;MFr;Bld;Qn;HPLC;%;http://loinc.org;Pt
32017-6;Hemoglobin.other/Hemoglobin.total in Blood by Electrophoresis;Hemoglobin.other/Hemoglobin.total;MFr;Bld;Qn;Electrophoresis;%;http://loinc.org;Pt
73984-7;Hemoglobin.other [Type] in Blood;Hemoglobin.other;Type;Bld;Nom;;;http://loinc.org;Pt
49322-1;Hemoglobin pattern [Interpretation] in Blood by HPLC;Hemoglobin pattern;Imp;Bld;Nom;HPLC;;http://loinc.org;Pt
13514-5;Hemoglobin pattern [Interpretation] in Blood by Electrophoresis Narrative;Hemoglobin pattern;Imp;Bld;Nar;Electrophoresis;;http://loinc.org;Pt
4659-9;Leukocyte phosphatase [Enzymatic activity/volume] in Leukocytes;Phosphatase.leukocyte;CCnc;WBC;Qn;;;http://loinc.org;Pt
13512-9;Microscopic observation [Identifier] in Bone marrow by Butyrate esterase stain;Microscopic observation;Prid;Bone mar;Nom;Butyrate esterase stain;;http://loinc.org;Pt
98904-6;Osmotic fragility panel of Red Blood Cells;Osmotic fragility panel;-;RBC;-;;;http://loinc.org;Pt
50794-7;Osmotic fragility beginning hemolysis of Red Blood Cells;Osmotic fragility.beginning hemolysis;NFr;RBC;Qn;;%;http://loinc.org;Pt
40431-9;Osmotic fragility [Interpretation] of Red Blood Cells from Control--fresh;Osmotic fragility^fresh;Imp;RBC^Control;Nom;;;http://loinc.org;Pt
50795-4;Osmotic fragility full hemolysis of Red Blood Cells;Osmotic fragility.full hemolysis;NFr;RBC;Qn;;%;http://loinc.org;Pt
40431-9;Osmotic fragility [Interpretation] of Red Blood Cells from Control--fresh;Osmotic fragility^fresh;Imp;RBC^Control;Nom;;;http://loinc.org;Pt
34964-7;Osmotic fragility [Interpretation] of Red Blood Cells;Osmotic fragility;Imp;RBC;Nom;;;http://loinc.org;Pt
48805-6;Platelet aggregation panel - Platelet rich plasma;Platelet aggregation panel;-;PRP;-;;;http://loinc.org;Pt
X099114;Agregasi trombosit ADP 1 uM;;;Bld;Qn;;%;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099115;Agregasi trombosit ADP 2 uM;;;Bld;Qn;;%;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
56005-2;Platelet aggregation ADP induced in Blood --5 umol/L;Platelet aggregation.adenosine diphosphate induced^5 umol/L;RelACnc;Bld;Qn;;;http://loinc.org;Pt
56006-0;Platelet aggregation ADP induced in Blood --10 umol/L;Platelet aggregation.adenosine diphosphate induced^10 umol/L;RelACnc;Bld;Qn;;;http://loinc.org;Pt
5992-3;Platelet aggregation ADP induced in Platelet rich plasma;Platelet aggregation.adenosine diphosphate induced;RelACnc;PRP;Qn;;%;http://loinc.org;Pt
94187-2;Platelet aggregation [Interpretation] in Platelet rich plasma;Platelet aggregation;Imp;PRP;Nom;;;http://loinc.org;Pt
5995-6;Platelet aggregation collagen induced in Platelet rich plasma;Platelet aggregation.collagen induced;RelACnc;PRP;Qn;;;http://loinc.org;Pt
5996-4;Platelet aggregation EPINEPHrine induced in Platelet rich plasma;Platelet aggregation.EPINEPHrine induced;RelACnc;PRP;Qn;;;http://loinc.org;Pt
5998-0;Platelet aggregation ristocetin induced in Platelet rich plasma;Platelet aggregation.ristocetin induced;RelACnc;PRP;Qn;;;http://loinc.org;Pt
X099116;Masa laten (Asam arakidonat);;;PRP;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099117;Kecepatan agregasi (Asam arakidonat);;;PRP;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099118;Index agregasi (Asam arakidonat);;;PRP;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
5993-1;Platelet aggregation arachidonate induced in Platelet rich plasma;Platelet aggregation.arachidonate induced;RelACnc;PRP;Qn;;;http://loinc.org;Pt
X099119;Masa laten (Platelet activation factor);;;PRP;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099120;Kecepatan agregasi (Platelet activation factor);;;PRP;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099121;Index agregasi (Platelet activation factor);;;PRP;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099122;% Agregasi (Platelet activation factor);;;PRP;Qn;;%;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099123;Masa laten;;;;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099124;Kecepatan agregasi;;;;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099125;Index agregasi;;;;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
13592-1;Platelet aggregation XXX induced in Platelet rich plasma;Platelet aggregation.XXX induced;RelACnc;PRP;Qn;;;http://loinc.org;Pt
91119-8;aPTT.factor substitution in Platelet poor plasma by Coagulation assay --immediately after 1:1 addition of normal plasma;Coagulation surface induced.factor substitution^immediately after 1:1 addition of normal plasma;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
X099126;Mixed APTT kontrol;;;;Qn;;s;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
3173-2;aPTT in Blood by Coagulation assay;Coagulation surface induced;Time;Bld;Qn;Coag;s;http://loinc.org;Pt
3173-2;aPTT in Blood by Coagulation assay;Coagulation surface induced;Time;Bld;Qn;Coag;s;http://loinc.org;Pt
12185-5;aPTT in Control Blood by Coagulation assay;Coagulation surface induced;Time;Bld^Control;Qn;Coag;s;http://loinc.org;Pt
12185-5;aPTT in Control Blood by Coagulation assay;Coagulation surface induced;Time;Bld^Control;Qn;Coag;s;http://loinc.org;Pt
4631-8;Hemoglobin F [Presence] in Stool by Apt-Downey method;Hemoglobin F;PrThr;Stool;Ord;Apt-Downey;;http://loinc.org;Pt
3183-1;Clotting time of Blood by Lee White method;Clotting time;Time;Bld;Qn;Lee White;s;http://loinc.org;Pt
3187-2;Coagulation factor IX activity actual/normal in Platelet poor plasma by Coagulation assay;Coagulation factor IX activity actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
88449-4;Coagulation factor IX activity actual/normal in Platelet poor plasma by Chromogenic method;Coagulation factor IX activity actual/Normal;RelCCnc;PPP;Qn;Chromo;%;http://loinc.org;Pt
X099127;Faktor IX kontrol;;;;Qn;;%;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
3209-4;Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay;Coagulation factor VIII activity actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
X099128;Fakotr VIII kontrol;;;;Qn;;%;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
27816-8;von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay;von Willebrand factor Ag actual/Normal;RelMCnc;PPP;Qn;IA;%;http://loinc.org;Pt
74809-5;von Willebrand factor (vWf).activity actual/normal in Control Platelet poor plasma by Immunoassay;von Willebrand factor.activity actual/Normal;RelRto;PPP^Control;Qn;IA;%;http://loinc.org;Pt
28657-5;Coagulation factor X activated actual/normal in Platelet poor plasma by Chromogenic method;Coagulation factor X activated actual/Normal;RelCCnc;PPP;Qn;Chromo;%;http://loinc.org;Pt
3239-1;Coagulation factor XIII Ag actual/normal in Platelet poor plasma by Immunoassay;Coagulation factor XIII Ag actual/Normal;RelMCnc;PPP;Qn;IA;%;http://loinc.org;Pt
3204-5;Coagulation factor VIII inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay;Coagulation factor VIII inhibitor;ACnc;PPP;Qn;Coag;[beth'U];http://loinc.org;Pt
75515-7;Lupus anticoagulant aPTT and dRVVT screening panel W Reflex;Lupus anticoagulant two screening tests W Reflex panel;-;PPP;-;Coag;;http://loinc.org;Pt
75881-3;Lupus anticoagulant aPTT, dRVVT and PT screening panel W Reflex;Lupus anticoagulant three screening tests W Reflex panel;-;PPP;-;Coag;;http://loinc.org;Pt
6303-2;dRVVT (LA screen);Coagulation dilute Russell viper venom induced;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
15359-3;dRVVT actual/normal (normalized LA screen);Coagulation dilute Russell viper venom induced actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
75513-2;dRVVT with 1:1 PNP (LA mix);DRVVT with 1:1 Pooled Normal Plasma;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
75512-4;dRVVT with 1:1 PNP actual/normal (normalized LA mix);DRVVT with 1:1 Pooled Normal Plasma actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
57838-5;dRVVT W excess phospholipid (LA confirm);Coagulation dilute Russell viper venom induced.excess phospholipid;Time;PPP;Qn;;s;http://loinc.org;Pt
68916-6;dRVVT W excess phospholipid actual/normal (normalized LA confirm);Coagulation dilute Russell viper venom induced.excess phospholipid actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
50410-0;dRVVT/dRVVT W excess phospholipid (screen to confirm ratio);Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid;Ratio;PPP;Qn;Coag;{ratio};http://loinc.org;Pt
34571-0;aPTT.lupus sensitive (LA screen);Coagulation surface induced.lupus sensitive;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
48022-8;aPTT.lupus sensitive actual/normal (normalized LA screen);Coagulation surface induced.lupus sensitive actual/Normal;RelTime;PPP;Qn;;;http://loinc.org;Pt
75510-8;aPTT.lupus sensitive with 1:1 PNP (LA mix);Coagulation surface induced.lupus sensitive with 1:1 Pooled Normal Plasma;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
75509-0;aPTT.lupus sensitive with 1:1 PNP actual/Normal (normalized LA mix);Coagulation surface induced.lupus sensitive with 1:1 Pooled Normal Plasma actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
75506-6;aPTT.lupus sensitive W excess phospholipid (LA confirm);Coagulation surface induced.lupus sensitive.excess phospholipid;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
75508-2;aPTT.lupus sensitive W excess phospholipid actual/Normal (normalized LA confirm);Coagulation surface induced.lupus sensitive.excess phospholipid actual/Normal;RelTime;PPP;Qn;Coag;%;http://loinc.org;Pt
75884-7;aPTT.lupus sensitive/aPTT.lupus sensitive W excess phospholipid (screen to confirm ratio);Coagulation surface induced.lupus sensitive/Coagulation surface induced.lupus sensitive.excess phospholipid;Ratio;PPP;Qn;Coag;{Ratio};http://loinc.org;Pt
75514-0;Lupus anticoagulant two screening tests W Reflex [interpretation];Lupus anticoagulant two screening tests W Reflex;Imp;PPP;Nom;Coag;;http://loinc.org;Pt
75882-1;Lupus anticoagulant three screening tests W Reflex [interpretation];Lupus anticoagulant three screening tests W Reflex;Imp;PPP;Nom;Coag;;http://loinc.org;Pt
20570-8;Hematocrit [Volume Fraction] of Blood;Hematocrit;VFr;Bld;Qn;;%;http://loinc.org;Pt
4690-4;Viscosity of Blood;Viscosity;Visc;Bld;Qn;;cP;http://loinc.org;Pt
4691-2;Viscosity of Plasma;Viscosity;Visc;Plas;Qn;;cP;http://loinc.org;Pt
38520-3;Capillary fragility [Presence];Capillary fragility;PrThr;^Patient;Ord;;;http://loinc.org;Pt
29263-1;Fibrin degradation products [Presence] in Blood by Agglutination;Fibrin degradation products;PrThr;Bld;Ord;Aggl;;http://loinc.org;Pt
30009-5;Fibrin+Fibrinogen fragments [Mass/volume] in Serum;Fibrin+Fibrinogen fragments;MCnc;Ser;Qn;;ug/mL;http://loinc.org;Pt
3242-5;Recalcification time in Platelet poor plasma by Coagulation assay;Coagulation calcium ion induced;Time;PPP;Qn;Coag;s;http://loinc.org;Pt
67790-6;Thromboelastography panel - Blood;Thromboelastography panel;-;Bld;-;;;http://loinc.org;Pt
3182-3;Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay;Cardiolipin Ab.IgM;ACnc;Ser;Qn;IA;[MPL'U];http://loinc.org;Pt
3181-5;Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay;Cardiolipin Ab.IgG;ACnc;Ser;Qn;IA;[GPL'U];http://loinc.org;Pt
5047-6;Nuclear Ab [Units/volume] in Serum by Immunoassay;Nuclear Ab;ACnc;Ser;Qn;IA;[IU]/mL;http://loinc.org;Pt
47383-5;Nuclear Ab [Presence] in Serum by Immunoassay;Nuclear Ab;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
42254-3;Nuclear Ab [Presence] in Serum by Immunofluorescence;Nuclear Ab;PrThr;Ser;Ord;IF;;http://loinc.org;Pt
29953-7;Nuclear Ab [Titer] in Serum;Nuclear Ab;Titr;Ser;Qn;;{titer};http://loinc.org;Pt
5048-4;Nuclear Ab [Titer] in Serum by Immunofluorescence;Nuclear Ab;Titr;Ser;Qn;IF;{titer};http://loinc.org;Pt
40655-3;Nuclear Ab [Titer] in Serum by Immunoassay;Nuclear Ab;Titr;Ser;Qn;IA;{titer};http://loinc.org;Pt
14611-8;Nuclear Ab pattern [Interpretation] in Serum;Nuclear Ab pattern;Imp;Ser;Nom;;;http://loinc.org;Pt
X099129;ANA Profile;;;Ser;;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
31628-1;Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Presence] in Serum;Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab;PrThr;Ser;Ord;;;http://loinc.org;Pt
